message,sentiment,is_sarcastic
"Aaj weather unpredictable nahi, openly chaotic hai",Negative,TRUE
Wah ticket price dekh ke event already entertaining lag raha,Negative,TRUE
"Event start hone ka time tha, organisers abhi aa rahe",Negative,TRUE
"Haan registration smooth tha, sirf 45 min lage",Negative,TRUE
Stage setup dekh ke lag raha hai event actually hone wala hai,Positive,TRUE
"Speaker late hai, suspense maintain kar rahe hain",Negative,TRUE
"Wah mic finally work kar raha, technology won",Positive,TRUE
"Event mein chairs hain, bas enough nahi hain",Negative,TRUE
"Haan schedule 4 baje ka tha, Indian standard time apparently",Negative,TRUE
Crowd dekh ke lag raha free tha,Positive,TRUE
Event ka highlight registration queue hi thi,Negative,TRUE
"Wah volunteers bhi confuse hain, unity achieved",Negative,TRUE
Speaker ne 5 min bola aur 40 min ka presentation de diya,Negative,TRUE
"Event ka ending unexpectedly organised tha, miracle",Positive,TRUE
"Haan certificate mil gaya, ab wall ko reason mil gaya",Positive,TRUE
Stage pe naam announce hua aur pronunciation ne identity badal di,Negative,TRUE
Wah photographer ne exact blink moment capture kiya,Negative,TRUE
"Event free tha, patience ka payment dena pada",Negative,TRUE
"Haan networking hui, ab 18 unknown contacts hain",Neutral,TRUE
"Event mein food mila, ab purpose samajh aa gaya",Positive,TRUE
"Wah event “short and crisp” tha, bas 5 ghante ka",Negative,TRUE
"Museum mein painting dekhi, price dekh ke art aur valuable lagne laga",Negative,TRUE
Wah statue itna old hai ki history bhi tired hogi,Positive,TRUE
"Guide ne 20 min ka tour bola, hum abhi second room mein hain",Negative,TRUE
"Haan ye artifact original hai, apparently trust me bro",Neutral,TRUE
Museum ka audio guide mujhe mujhse zyada confused kar raha,Negative,TRUE
Wah exhibit dekh ke genuinely kuch seekhne ko mila,Positive,FALSE
Gallery mein silence itna hai ki footsteps bhi loud lag rahe,Neutral,FALSE
"Haan painting simple hai, bas price crore mein hai",Negative,TRUE
Museum map dekh ke laga maze mein aa gaya hu,Negative,TRUE
Guide ne artist ka pura family tree bata diya,Neutral,TRUE
"Wah ancient object itna small hai, expectations bhi adjust karni padi",Neutral,TRUE
Museum shop mein souvenirs actual exhibits se zyada tempting hain,Positive,TRUE
"Haan photo allowed nahi hai, memory ke liye imagination use karo",Negative,TRUE
"Exhibit interesting tha, description usse bhi interestingly long",Positive,TRUE
Wah AC itna cold hai ki artifacts bhi preserve ho rahe,Positive,TRUE
Museum ka staircase history se zyada challenging hai,Negative,TRUE
"Haan tour khatam hua, ab pata chala second floor bhi tha",Negative,TRUE
Aaj random gallery visit unexpectedly worth it tha,Positive,FALSE
"Painting ko samajhne ke liye imagination chahiye, mere paas battery bhi nahi",Negative,TRUE
Wah art dekh ke main bhi sophisticated feel kar raha,Positive,TRUE
"Train platform change hua, cardio department active",Negative,TRUE
"Haan train 10 min late hai, railway ne personal update bheja",Negative,TRUE
Coach number dekh ke luggage bhi confuse ho gaya,Negative,TRUE
"Wah seat exactly window hai, window ke saamne pillar hai",Negative,TRUE
"Train mein charging point hai, bas working nahi hai",Negative,TRUE
"Haan berth mil gayi, ab ladder se friendship karni hai",Neutral,TRUE
Train ka horn sunke sleep schedule officially over,Negative,TRUE
"Wah station pe 7 min stop tha, chai lene gaya aur train almost chali",Negative,TRUE
"Luggage rakhne ki jagah mili, national achievement",Positive,TRUE
"Haan coach mein space hai, bas human density thodi zyada hai",Negative,TRUE
Train ke window se view genuinely beautiful hai,Positive,FALSE
Wah pantry food ne expectations se bhi neeche perform kiya,Negative,TRUE
Seat exchange ke liye 4 logon ka negotiation ho gaya,Negative,TRUE
"Train mein baby finally so gaya, civilisation restored",Positive,TRUE
"Haan destination aa gaya, ab luggage dhundho",Positive,FALSE
Platform pe announcement itna unclear tha ki mystery continue hai,Negative,TRUE
Train ka AC Antarctica level pe hai,Negative,TRUE
Wah station pe signal aaya aur sab phones suddenly alive,Positive,TRUE
"Train journey mein time ka pata hi nahi chala, surprisingly",Positive,FALSE
"Haan seat comfortable thi, agar bag ko pillow bana lo toh",Negative,TRUE
"Library book issue karne gaya tha, system ne meri patience issue kar di",Negative,TRUE
"Wah book mil gayi, sirf catalogue mein 3 alag locations search karne ke baad",Positive,TRUE
"Book ka cover amazing hai, content abhi negotiation mein hai",Neutral,TRUE
"Haan sirf ek chapter padhunga, famous lie",Neutral,TRUE
"Novel 600 pages ka hai, author personally angry hai kya",Negative,TRUE
Bookstore mein jaake bina kharide nikalna apparently impossible hai,Positive,TRUE
"Wah bookmark mila, book abhi tak nahi mili",Negative,TRUE
"Haan reading list short hai, bas 27 books ki",Negative,TRUE
Book ka ending dekh ke writer se meeting chahiye,Negative,TRUE
Aaj ek random book mili jo genuinely interesting hai,Positive,FALSE
"Haan book return date yaad rahegi, obviously",Neutral,TRUE
"Wah cover pe “quick read” likha hai, 500 pages ke liye",Negative,TRUE
Bookstore ka silence suspiciously peaceful hai,Positive,TRUE
"Haan novel mein 4 narrators hain, simplicity maintained",Negative,TRUE
Book kholi aur first page pe hi emotional damage,Negative,TRUE
Wah author ne ending pe reader ki feelings ka respect nahi kiya,Negative,TRUE
"Reading session ka plan tha, bookmarks organise karne laga",Neutral,TRUE
"Haan book interesting hai, isliye ab responsibilities irrelevant lag rahi",Positive,TRUE
Library se ek book lene gaya aur recommendation list leke aaya,Positive,FALSE
"Wah reading habit finally activate hui, ab sleep schedule deactivate",Positive,TRUE
"Gardening start ki, plant ne already trust issues dikha diye",Negative,TRUE
"Wah ek week se plant alive hai, agricultural revolution",Positive,TRUE
"Haan paani dena yaad raha, today we celebrate",Positive,TRUE
Plant ke leaves dekh ke lag raha hai woh mujhe judge kar raha,Negative,TRUE
"Gardening peaceful hai, until ants join the meeting",Negative,TRUE
Bhai seed lagaya aur 2 din mein miracle expect kar raha tha,Positive,TRUE
"Wah pot finally clean hai, ab mitti wapas failani hai",Neutral,TRUE
"Haan plant grow kar raha hai, meri responsibilities bhi",Positive,TRUE
"Garden mein ek random butterfly aa gayi, aesthetic upgrade",Positive,FALSE
"Plant ko sunlight dene gaya, weather ne rain start kar di",Negative,TRUE
"Gardening tutorial easy tha, meri reality nahi",Negative,TRUE
"Haan fertilizer dala, ab plant ka future bright hai hopefully",Positive,FALSE
"Wah ek leaf naya aaya, proud parent moment",Positive,FALSE
Garden clean karte karte old toys mil gaye,Positive,FALSE
Plant ko naam dena necessary hai kya? 😂,Neutral,FALSE
Haan plant ko daily check kar raha hu jaise stock market ho,Positive,TRUE
"Gardening ne patience sikha diya, aur insects ne bhi",Negative,TRUE
"Aaj first flower dikha, genuinely happy ho gaya",Positive,FALSE
Bhai watering can khud mujhse zyada professional lag raha,Positive,TRUE
Garden ka before-after dekh ke khud pe thoda proud hu,Positive,FALSE
"Dog ne mujhe dekh ke tail wag ki, promotion mil gaya",Positive,TRUE
"Cat ne ignore kiya, clearly uska loss hai",Positive,TRUE
Bhai pigeon mujhe daily same time pe milta hai,Neutral,FALSE
"Wah squirrel ne snack le liya, negotiation unsuccessful",Negative,TRUE
Dog ne ball laayi aur main officially employee ban gaya,Positive,TRUE
"Cat box ke andar baithi hai, obviously box hi main attraction hai",Positive,TRUE
Bird feeder lagaya aur birds ne 10 min mein discover kar liya,Positive,FALSE
"Haan puppy cute hai, but shoelaces ka future doubtful hai",Negative,TRUE
Animal shelter ka visit genuinely wholesome tha,Positive,FALSE
"Dog ne mujhe follow kiya, ab main responsible citizen hu apparently",Positive,TRUE
"Cat ko bed diya, usne cardboard choose kar liya",Positive,TRUE
Wah parrot ne meri ringtone copy kar li,Positive,FALSE
Pigeon ne balcony ko personal property declare kar diya,Negative,TRUE
"Puppy ko toy diya, box mein interest hai",Positive,TRUE
"Haan cat mujhe ignore kar rahi, relationship healthy hai",Positive,TRUE
Bird watching unexpectedly relaxing nikla,Positive,FALSE
"Dog park mein sab dogs social hain, humans bhi try kar rahe",Positive,TRUE
Squirrel ka confidence dekh ke mujhe bhi motivation chahiye,Positive,TRUE
Cat ne camera dekha aur immediately model mode on,Positive,TRUE
Animals ke plans humans se zyada organised hote hain apparently,Positive,TRUE
Aaj museum se nikalte hi souvenir shop ne attack kar diya,Negative,TRUE
Wah keychain itni expensive hai ki museum piece lag rahi,Negative,TRUE
Gift shop mein “just looking” ka plan 20 min mein fail,Negative,TRUE
"Haan bas ek postcard lena tha, bag full ho gaya",Negative,TRUE
Souvenir dekh ke laga destination officially expensive hai,Negative,TRUE
Wah fridge magnet ne travel budget save kar diya obviously,Positive,TRUE
"Gift wrap ke paise alag, emotional damage free",Negative,TRUE
"Haan handmade hai, price bhi handcrafted hai",Negative,TRUE
"Shopkeeper ne “best price” bola, wallet ne laugh kiya",Negative,TRUE
Tourist shop ka main attraction apparently tourists hain,Negative,TRUE
Aaj ek genuinely cute souvenir mil gaya,Positive,FALSE
"Haan gift lena tha, khud ke liye le aaya",Positive,TRUE
Wah postcard pe stamp lagana bhi adventure ban gaya,Neutral,TRUE
Souvenir shop mein local artists ka kaam kaafi nice tha,Positive,FALSE
"Haan budget maintain hua, technically bas definition change hui",Negative,TRUE
"Gift choose karna easy tha, bas 300 options the",Negative,TRUE
"Wah cashier ne exact change diya, rare achievement",Positive,TRUE
"Tourist map free tha, finally economy ne support kiya",Positive,TRUE
"Haan shop band hone wali thi, tabhi best item mila",Positive,FALSE
"Souvenir lene gaya tha, local history bhi le aaya",Positive,FALSE
Kisi ne international news ka latest update dekha?,Neutral,FALSE
Wah headlines dekh ke duniya bilkul peaceful lag rahi,Negative,TRUE
News app ne 20 notifications bhej ke global responsibility de di,Negative,TRUE
"Haan ek aur breaking news, apparently duniya rukti nahi",Negative,TRUE
Headlines padh ke morning motivation ki jagah existential crisis mil gaya,Negative,TRUE
Bhai world politics samajhne ke liye dictionary chahiye,Negative,TRUE
News anchor ne 10 min mein 17 topics cover kar diye,Neutral,TRUE
Wah international summit ka photo dekh ke sab kuch solved lag raha,Positive,TRUE
"Haan experts disagree kar rahe hain, normal day hai",Neutral,TRUE
News feed refresh kiya aur somehow aur problems aa gayi,Negative,TRUE
"Global economy samajhne gaya tha, calculator bhi confuse ho gaya",Negative,TRUE
"Haan headlines positive hain, comments section ne balance kar diya",Negative,TRUE
"News mein ek achhi story bhi mil gayi, rare species",Positive,TRUE
Wah world news aur personal problems dono ek saath aa gaye,Negative,TRUE
International updates dekh ke lag raha hai sleep is the better option,Negative,TRUE
"Haan situation “under control” hai, bas koi explain nahi kar raha",Negative,TRUE
News ka fact-check section kabhi kabhi main entertainment ban jata,Positive,TRUE
Bhai headlines padh ke mujhe geography bhi revise karni pad gayi,Neutral,TRUE
"Wah duniya mein kuch normal hua, notification nahi aaya",Positive,TRUE
Aaj ka news feed dekh ke bas phone side mein rakh diya 😭,Negative,FALSE
Bhai passport photo mein insaan kam criminal zyada lag raha hu 😭,Negative,TRUE
Visa form ne meri poori life ka autobiography maang li,Negative,TRUE
Immigration officer ne itne questions puche jaise main country lene aaya hu,Negative,TRUE
Airport pe passport dikhate dikhate passport se emotional attachment ho gaya,Neutral,TRUE
Currency exchange wale ne rate bataya aur meri smile exchange ho gayi,Negative,TRUE
Foreign currency ke coins samajhne mein pura treasure hunt ho raha,Neutral,TRUE
Bhai local language nahi aati but confidence international hai,Positive,TRUE
Google Translate ne sentence translate karke aur mysterious bana diya,Negative,TRUE
Tourist map dekh ke lag raha hai main khud hi landmark hu,Neutral,TRUE
"Hotel ke bahar local market mila, ab itinerary ka kya kaam",Positive,TRUE
Border pe line dekh ke samajh aa gaya globalization kitna slow hai,Negative,TRUE
Currency convert ki aur pata chala main yahan rich nahi hu,Negative,TRUE
Local bus ka route samajhna ek alag international exam hai,Negative,TRUE
"Taxi driver ko address dikhaya, unhone mujhe hi address samjha",Negative,TRUE
Foreign supermarket mein sab familiar lagta hai until price tag dekho,Negative,TRUE
Local SIM activate karne mein nationality change karna easy lag raha,Negative,TRUE
Travel insurance brochure padh ke trip se zyada dangers interesting lage,Negative,TRUE
Passport cover pe itna proud hu jaise khud country chala raha,Positive,TRUE
Foreign restaurant mein menu samajhne ke liye translator ki zarurat pad gayi,Neutral,TRUE
Tourist banne ka sabse bada proof camera neck pe latkana hai,Positive,TRUE
Currency notes itne colourful hain ki wallet museum lag raha,Positive,FALSE
"Border crossing smooth tha, aaj system ne respect de di",Positive,TRUE
Local accent samajhne mein meri English ne resignation de diya,Negative,TRUE
"Travel plan mein 12 places hain, reality mein 2 hi possible hain",Negative,TRUE
Bhai jet lag ne time zones ka revenge le liya,Negative,TRUE
Train station ka architecture hi trip ka highlight nikla,Positive,FALSE
City centre mein walking tour ne free mein 15k steps de diye,Positive,TRUE
Tourist attraction ke saamne photo lene se zyada logon ko dodge karna pada,Negative,TRUE
Local market mein bargaining language automatically aa gayi,Positive,TRUE
Foreign coffee shop mein naam pronounce karwana daily challenge hai,Neutral,TRUE
Currency ka change calculate karte karte asli shopping bhool gaya,Negative,TRUE
"Travel vlog dekh ke jagah easy lagi thi, reality ne cardio karwa diya",Negative,TRUE
"Airport lounge mein entry mili, ab main international businessman feel kar raha",Positive,TRUE
Boarding pass ko itni baar check kiya ki woh bhi familiar ho gaya,Neutral,FALSE
"Destination beautiful hai, bas mera budget uske against hai",Negative,TRUE
Local guide ne history batayi aur meri geography expose ho gayi,Neutral,TRUE
"Tourist bus mein seat mil gayi, today is clearly my lucky day",Positive,TRUE
"Foreign ATM ne card accept kar liya, relationship official hai",Positive,TRUE
Airport security ne bag khola aur meri packing ki reality saamne aa gayi,Negative,TRUE
Trip ka sabse memorable part unexpected street performance nikla,Positive,FALSE
Cricket match mein ek over ne pura mood change kar diya,Positive,FALSE
Bhai scoreboard dekh ke confidence bhi run rate ke saath fluctuate ho raha,Negative,TRUE
Bowler ne yorker dali aur batsman ka career temporarily pause ho gaya,Negative,TRUE
Stadium mein crowd ka volume speakers se zyada tha,Positive,TRUE
"Match dekhne gaya tha, nationalism complimentary mil gaya",Positive,TRUE
Umpire ka decision dekh ke poora stand expert ban gaya,Negative,TRUE
Last ball pe heartbeat ne overtime kar liya,Negative,FALSE
Team jeet gayi aur suddenly sab cricket analysts ban gaye,Positive,TRUE
Bhai catch itna easy tha ki impossible bana diya,Negative,TRUE
Commentary sunke lagta hai har ball historic hai,Positive,TRUE
Football match mein goalkeeper ne impossible save kar diya,Positive,FALSE
Penalty shootout dekhna emotional damage ka premium version hai,Negative,TRUE
Referee ke decision pe stadium ka collective PhD start ho gaya,Negative,TRUE
Goal hua aur neighbours ko bhi score pata chal gaya,Positive,TRUE
Football jersey pehente hi tactical advice automatically generate hoti hai,Positive,TRUE
Team 90 minutes tak defend karke last minute mein goal kha gayi,Negative,TRUE
VAR ne celebration ko temporary subscription bana diya,Negative,TRUE
Match ka extra time mere patience se bhi zyada nikla,Negative,TRUE
Fans ka choreography dekh ke stadium hi theatre lag raha tha,Positive,FALSE
Penalty miss hui aur silence ne pura stadium takeover kar liya,Negative,FALSE
Basketball match mein last second shot ne sabki sleep cancel kar di,Positive,FALSE
Slam dunk dekh ke physics ko thoda reconsider karna padega,Positive,TRUE
Tennis rally itni long thi ki point khud retirement le raha tha,Negative,TRUE
Formula 1 race mein pit stop bhi family function se fast tha,Positive,TRUE
Driver ne overtake kiya aur meri heartbeat ne speed limit tod di,Positive,TRUE
Olympics dekh ke apni physical activity suddenly suspicious lagne lagi,Negative,TRUE
Athlete ka warm-up hi meri full workout se intense hai,Negative,TRUE
Marathon runners ko dekh ke walking bhi achievement lag rahi,Positive,TRUE
Swimming race mein finish line tak aankhein hi follow nahi kar paayi,Neutral,FALSE
Sports commentary ka confidence score se independent hota hai,Positive,TRUE
Referee ne whistle bajayi aur 40k log instantly angry,Negative,TRUE
Stadium lights on hote hi pura scene cinematic ho gaya,Positive,FALSE
Match ka ticket mehenga tha but experience worth it nikla,Positive,FALSE
Team ka form dekh ke fan hona character development hai,Negative,TRUE
"Bhai player ne impossible angle se goal maara, calculator bhi confuse",Positive,TRUE
Coach ka face dekh ke score se pehle hi result samajh aa gaya,Negative,TRUE
Sports bar mein sabko strategy pata hai except actual coach,Positive,TRUE
Match khatam hua but arguments abhi bhi live hain,Neutral,TRUE
Team jeeti toh purane supporters suddenly active ho gaye,Positive,TRUE
Bhai highlight dekh ke lag raha pura match dekha tha,Positive,TRUE
Chess tournament mein ek move ne pura board emotional kar diya,Negative,TRUE
Grandmaster ka thinking time dekh ke mujhe apni decisions pe sharam aa rahi,Negative,TRUE
Formula samajhne se pehle driver ne race finish kar di,Neutral,TRUE
Cricket statistics dekh ke maths bhi interesting lagne laga,Positive,FALSE
Sports commentator ne ek player ki family history bhi cover kar di,Neutral,TRUE
Medal ceremony dekh ke genuinely goosebumps aa gaye,Positive,FALSE
Team ka comeback dekh ke faith officially restore ho gaya,Positive,FALSE
"Match ka result spoiler mil gaya, ab replay bhi documentary lag raha",Negative,TRUE
Stadium se bahar aate hi awaaz ne leave application de di,Negative,TRUE
Fan zone mein energy literally alag level ki thi,Positive,FALSE
Museum ke dinosaur skeleton ko dekh ke size ka concept reset ho gaya,Positive,TRUE
Space documentary dekh ke Earth suddenly tiny lagne lagi,Positive,FALSE
NASA ki photo dekh ke night sky aur interesting ho gaya,Positive,FALSE
"Black hole samajhne gaya tha, khud confusion mein disappear ho gaya",Negative,TRUE
Scientist ne 20 saal research ki aur main summary 30 sec mein dekh raha,Negative,TRUE
"Telescope se moon dekha, unexpectedly emotional moment tha",Positive,FALSE
Mars ke photos dekh ke relocation options discuss karne lage,Positive,TRUE
Space station mein rehna cool hai until laundry ka thought aaye,Neutral,TRUE
Quantum physics ne common sense ko officially resign karwa diya,Negative,TRUE
Rocket launch dekhte waqt literally goosebumps aa gaye,Positive,FALSE
Science museum mein bachche mujhse zyada excited the,Positive,TRUE
"Robot ne human jaisa answer diya, ab thoda concern ho raha",Negative,TRUE
AI ne image bana di aur meri drawing skills officially unemployed,Negative,TRUE
Machine learning model train karte karte machine se zyada patience chahiye,Negative,TRUE
"Coding bug 4 hours baad ek comma nikla, technology won",Negative,TRUE
"Program first try mein chal gaya, suspiciously lucky lag raha",Positive,TRUE
Git commit message dekh ke future me khud ko samajh nahi aayega,Neutral,TRUE
Software update ne feature add kiya aur teen naye problems bhi,Negative,TRUE
AI assistant se answer liya aur ab answer ko verify karne ke liye aur research,Negative,TRUE
Robot vacuum ne room clean karne ke bajaye charger dhundh liya,Negative,TRUE
"Smartwatch ne bola move karo, apparently meri life coach bhi ban gayi",Negative,TRUE
Fitness tracker ko dekh ke steps ki reality hurt kar gayi,Negative,TRUE
"Password manager mein password save hai, ab password manager ka password yaad nahi",Negative,TRUE
Two-factor authentication ne security ko full-time job bana diya,Negative,TRUE
"Cloud storage full ho gaya, clouds bhi ab limited hain",Negative,TRUE
QR code scan karte karte traditional payment nostalgic lagne laga,Neutral,TRUE
"Smart home mein lights smart hain, main abhi bhi switch dhoondh raha",Negative,TRUE
"Voice assistant ne mujhe samjha hi nahi, relatable",Negative,TRUE
"AI generated photo mein main better lag raha, identity crisis loading",Positive,TRUE
"Technology ne life easy kar di, bas setup ke liye 40 steps hain",Negative,TRUE
Satellite image mein apna area dekh ke detective feel ho raha,Positive,TRUE
Space news padh ke lagta hai humans ko Earth boring lagne lagi,Neutral,TRUE
Solar eclipse ke time pura city suddenly scientist ban gaya,Positive,TRUE
"Moon photography ke liye phone zoom use kiya, potato mil gaya",Negative,TRUE
Telescope expensive hai but curiosity free hai,Positive,FALSE
Science exhibition mein volcano model ne sabko impress kar diya,Positive,FALSE
"Chemistry experiment successful hua, lab coat ne confidence boost diya",Positive,FALSE
Physics experiment ne theory ko personally insult kar diya,Negative,TRUE
Biology model dekh ke lunch temporarily postpone kar diya,Negative,TRUE
Microscope mein sample dekh ke tiny world unexpectedly interesting hai,Positive,FALSE
AI se argue karna bhi future mein normal lagne laga hai,Neutral,FALSE
Robot ko coffee serve karte dekh ke future officially aa gaya,Positive,TRUE
"Smart glasses cool hain, bas duniya mujhe kya samjhegi woh issue hai",Neutral,TRUE
Tech expo mein prototypes dekh ke genuinely excited ho gaya,Positive,FALSE
Innovation ka level dekh ke apna phone prehistoric lag raha,Negative,TRUE
"Satellite launch successful hua, internet pe sab suddenly rocket experts",Positive,TRUE
Space suit dekh ke fashion industry insecure ho sakti hai,Positive,TRUE
Science fair ka volcano still undefeated hai,Positive,TRUE
Drone itna smoothly fly hua ki mujhe apni walking pe doubt hua,Positive,TRUE
"Technology ka future bright hai, meri battery ka nahi",Positive,TRUE
Farmers market mein vegetables supermarket se zyada photogenic nikli,Positive,TRUE
Organic label dekh ke price bhi organic growth kar raha,Negative,TRUE
Strawberry itni fresh thi ki packet kholte hi mood improve,Positive,FALSE
Watermelon choose karna lottery se kam risky nahi,Neutral,TRUE
Mango ka season aate hi national priorities change ho jaati hain,Positive,TRUE
"Fruit seller ne mango ko perfect bola, andar se plot twist tha",Negative,TRUE
"Farmers market mein local honey mila, breakfast suddenly premium",Positive,TRUE
Fresh bread ki smell ne diet ka career khatam kar diya,Negative,TRUE
Bakery ke bahar smell hi advertisement hai,Positive,TRUE
Croissant dekh ke French language automatically attractive lagne lagi,Positive,TRUE
Pizza ka crust dekh ke debate already start ho gayi,Neutral,FALSE
Italian restaurant mein pasta dekh ke portion ka concept international ho gaya,Positive,TRUE
Sushi first bite mein expected se zyada interesting nikla,Positive,FALSE
Spicy ramen ne taste buds ka citizenship cancel kar diya,Negative,TRUE
Mexican food ka spice level aur meri bravery ka breakup ho gaya,Negative,TRUE
Korean street food dekh ke shopping se zyada food interesting laga,Positive,FALSE
French dessert itna pretty tha ki khane mein guilt ho raha,Positive,TRUE
Turkish dessert mein sugar ne direct attack kiya,Negative,TRUE
Street food ka smell 200 metre pehle hi location bata deta hai,Positive,TRUE
Chef ne “little spicy” bola aur mera definition of little change ho gaya,Negative,TRUE
Buffet mein plate chhoti aur ambition bada tha,Negative,TRUE
Food festival mein sample khate khate lunch ka concept disappear ho gaya,Positive,TRUE
Dessert menu dekh ke main suddenly decision-free person ho gaya,Positive,TRUE
Chocolate tasting mein har piece sophisticated naam se introduce hua,Positive,TRUE
"Bakery mein sirf bread lena tha, pastry ne emotional blackmail kar diya",Positive,TRUE
Ice cream ka flavour choose karna life decision se difficult ho gaya,Neutral,TRUE
"Vegan burger surprisingly acha tha, expectations ko apology deni padi",Positive,TRUE
"Salad healthy tha, dressing ne pura plan expose kar diya",Negative,TRUE
Homemade pasta finally restaurant level ka bana,Positive,FALSE
Food vlog dekh ke midnight hunger activate ho gayi,Negative,TRUE
Chef ne knife skills dikhayi aur meri chopping officially embarrassing,Negative,TRUE
"Baking mein cake rise nahi hua, but confidence bhi nahi",Negative,TRUE
"Cookies perfect bani, ab quantity control impossible",Positive,TRUE
"Recipe mein “easy” likha tha, author se baat karni hai",Negative,TRUE
International cuisine try karna unexpectedly fun nikla,Positive,FALSE
Street vendor ne 5 min mein woh bana diya jo main 2 ghante nahi bana sakta,Positive,TRUE
Spices ki smell se kitchen full travel destination lag raha,Positive,TRUE
Food photography ke chakkar mein food cold ho gaya,Negative,TRUE
Bhai plate itni beautiful hai khane mein hesitation ho raha,Positive,FALSE
Dessert khatam hua aur suddenly life thodi unfair lagne lagi,Negative,TRUE
"Street artist ne portrait bana diya, resemblance optional rakha",Negative,TRUE
Graffiti wall dekh ke city ka personality level increase ho gaya,Positive,FALSE
Public art installation samajhne ke liye explanation board zaroori tha,Neutral,TRUE
Sculpture itni huge thi ki camera mein fit hi nahi hui,Positive,TRUE
"Artist ne blank canvas display kiya, critics already impressed",Positive,TRUE
Gallery mein painting dekhi aur mujhe bhi artist banne ka confidence aa gaya,Positive,TRUE
Street musician ne random crowd ko concert bana diya,Positive,FALSE
Dance performance dekh ke literally rukna pada,Positive,FALSE
Art festival mein creativity ka overload ho gaya,Positive,FALSE
Mural itna detailed tha ki zoom karne ki zarurat hi nahi,Positive,FALSE
"Pottery workshop mein bowl banana tha, abstract object ban gaya",Negative,TRUE
Clay ne mere instructions ko seriously nahi liya,Negative,TRUE
Painting class mein brush mere against tha,Negative,TRUE
"Handmade candle banayi, ab usko use karne ka mann hi nahi",Positive,TRUE
Craft store mein supplies dekh ke project ideas dangerous level pe badh gaye,Positive,TRUE
"Origami tutorial easy bola tha, paper ne disagree kiya",Negative,TRUE
Calligraphy try ki aur handwriting suddenly doctor wali ho gayi,Negative,TRUE
"Sketch complete hua, ab interpretation audience pe chhod diya",Neutral,TRUE
Photography walk unexpectedly peaceful tha,Positive,FALSE
Art dekhte dekhte time genuinely disappear ho gaya,Positive,FALSE
"Social media ne 5 min bola tha, calendar ne kuch aur bataya",Negative,TRUE
Reels scroll karte karte algorithm ne meri personality profile bana di,Positive,TRUE
"Ek video dekhna tha, 47 videos ke baad reality mein wapas aaya",Negative,TRUE
Social media detox start kiya aur notification check karne laga,Negative,TRUE
"Influencer ne “simple routine” dikhaya, budget dekh ke routine complex ho gaya",Negative,TRUE
Comment section mein experts free mein milte hain,Positive,TRUE
Internet pe sab log relationship experts hain apparently,Positive,TRUE
"Story upload karte hi views count karna, very peaceful activity",Negative,TRUE
Algorithm ne exactly woh video dikha jo mujhe nahi dekhna tha,Negative,TRUE
Profile update ki aur suddenly digital identity crisis aa gaya,Negative,TRUE
"Haan online nahi tha, bas 30 min se status check kar raha tha",Negative,TRUE
Group chat mein 97 messages aur context zero,Negative,TRUE
Sticker war start hui aur civilization officially collapse,Negative,TRUE
Someone replied “okay” and now analysis committee meeting required,Negative,TRUE
Seen ka notification bhi ek emotional genre hai,Negative,TRUE
"Voice note 6 minutes ka tha, podcast subscription free mein mil gaya",Negative,TRUE
Typing indicator dekh ke suspense movie se zyada excitement hoti hai,Positive,TRUE
Message delete karne ke baad curiosity 10x ho gayi,Negative,TRUE
Group mein good morning messages abhi bhi undefeated hain,Neutral,TRUE
"Meme bhejne ka response nahi aaya, friendship audit pending",Negative,TRUE
Profile picture change hui aur sab detectives active,Neutral,TRUE
"Haan status “busy” hai, online 17 baar aa chuka",Negative,TRUE
Social media pe sabki life suspiciously perfect hai,Negative,TRUE
Ek random comment ne pura internet debate start kar diya,Negative,TRUE
Internet pe privacy ka concept motivational quote jaisa lagta hai,Negative,TRUE
Trending topic dekh ke pata nahi chalta important hai ya bas loud,Neutral,TRUE
Hashtag ke neeche pura alternate universe chal raha,Neutral,TRUE
Reel ka audio itna famous hai ki real songs insecure ho gaye,Positive,TRUE
"Social media break liya, ab boredom se friendship ho rahi",Negative,TRUE
Online shopping cart mein 19 items aur bank balance mein silence,Negative,TRUE
Flash sale start hui aur website ne immediately crash kar diya,Negative,TRUE
“Only two left” dekh ke urgency ka injection lag gaya,Negative,TRUE
"Wishlist mein sab kuch hai, budget mein kuch nahi",Negative,TRUE
"Price drop notification aayi after I bought it, excellent timing",Negative,TRUE
Online reviews padhte padhte product se zyada reviewers interesting lage,Positive,TRUE
"Size chart follow kiya, garment ne personal insult kar diya",Negative,TRUE
"Return window 7 days, decision-making time 12 days",Negative,TRUE
"Free shipping ke liye extra item add karna, capitalism ka genius move",Negative,TRUE
"Product photos mein room huge tha, reality mein table bhi fit nahi",Negative,TRUE
Online order ka box dekh ke lagta hai treasure aaya hai,Positive,TRUE
"Cashback mila, terms and conditions ne usko imaginary bana diya",Negative,TRUE
"Coupon code kaam nahi kiya, but website ne hope zaroor di",Negative,TRUE
"Cart empty kar diya, emotional growth ho gayi",Positive,TRUE
Sale dekh ke shopping nahi karna bhi talent hai,Positive,FALSE
Delivery person mujhe ghar se zyada jaanta hai,Positive,TRUE
"Product “compact” tha, apparently suitcase bhi compact hai",Negative,TRUE
Unboxing video banane ke chakkar mein product use karna bhool gaya,Neutral,TRUE
Packaging itni fancy thi ki actual product secondary lag raha,Positive,TRUE
"Review likhne gaya tha, pura life story likh di",Neutral,TRUE
