message,actual_sarcasm,predicted_sarcasm,sarcasm_confidence,actual_sentiment
Sketching ke liye 3 hours nikale aur eraser ne zyada kaam kiya,True,False,0.9987,Negative
Watercolour painting mein colours surprisingly blend ho gaye,False,True,0.9738,Positive
"Bhai clay sculpture banana tha, potato jaisa sculpture ban gaya",True,False,0.9841,Negative
Scrapbooking surprisingly therapeutic nikla,False,True,0.9899,Positive
"DIY project video mein 5 steps tha, mere version mein 18",True,False,0.5322,Negative
Origami instructions ne paper se zyada mujhe fold kar diya,True,False,0.9975,Negative
Handmade bookmark bana ke immediately book dhoondhne laga,True,False,0.998,Positive
Bhai opponent ne opening move hi aisa kiya ki main Google dhoondhne laga,True,False,0.999,Negative
Sudoku easy laga until fourth row ne insult kar di,True,False,0.9841,Negative
Crossword ka ek word pura confidence kha gaya,True,False,0.9929,Negative
Magic trick ka secret samajh aaya aur childhood thoda less magical ho gaya,True,False,0.9136,Negative
Puzzle book unexpectedly addictive hai,False,True,0.8418,Positive
Escape room mein clue mila aur sabne mujhe suddenly genius declare kar diya,True,False,0.8025,Positive
Logic puzzle solve karke unnecessary confidence aa gaya,True,False,0.515,Positive
Chess match draw hua but tension full final jaisi thi,False,True,0.9194,Neutral
Word game mein vocabulary unexpectedly kaam aa gayi,False,True,0.9588,Positive
Memory game mein meri memory ne strike announce kar di,True,False,0.9111,Negative
Strategy game mein 40 min planning aur 2 min mein defeat,True,False,0.524,Negative
Stand-up comedian ne audience se zyada apne jokes enjoy kiye 😂,True,False,0.9815,Positive
Movie theatre ka popcorn movie se zyada expensive tha,True,False,0.9963,Negative
Short film ka ending bilkul expected nahi tha,False,True,0.9431,Positive
"Bhai movie ka trailer pura plot bata gaya, ab film formality hai",True,False,0.9991,Negative
"Cinema hall mein kisi ne phone brightness full rakhi, complimentary lighthouse",True,False,0.7084,Negative
Theatre seats itni comfortable thi ki interval ke baad neend aa gayi,True,False,0.9979,Negative
Bhai villain ki entry hero se zyada dramatic thi,True,False,0.9984,Positive
Soundtrack ne movie ke scenes se zyada emotional damage diya,True,False,0.9969,Positive
Movie ka three-hour runtime dekh ke bladder ne protest file ki,True,False,0.9986,Negative
Cinema ke bahar discussion film se zyada interesting tha,True,False,0.9989,Positive
Movie review padh ke film dekhne ka suspense hi khatam ho gaya,True,False,0.9988,Negative
"Bhai end credits mein song acha tha, at least kuch toh mila",True,False,0.9931,Positive
"Book cover dekh ke book kharid li, literature ka risky shortcut",True,False,0.998,Positive
Bhai 500-page novel start kiya aur bookmark ab permanent resident hai,True,False,0.9984,Negative
Poetry collection surprisingly relatable nikli,False,True,0.9211,Positive
Used bookstore ki smell literally nostalgia hai,False,True,0.9631,Positive
Library mein random travel book mili aur next trip plan ho gaya,True,False,0.9167,Positive
Reading list 20 books ki hai aur current book page 34 pe,True,False,0.992,Negative
Bhai author ne character ko itna confusing banaya ki main family tree bana raha,True,False,0.9977,Negative
Audiobook narrator ki voice story se zyada calming hai,True,False,0.9934,Positive
Bookstore mein “just browsing” ka plan financially fail ho gaya,True,False,0.811,Negative
Book club discussion mein sabne different interpretation nikali,False,True,0.8874,Neutral
Bhai book ka ending itna open tha ki author se clarification chahiye,True,False,0.9949,Neutral
New bookmark lene ka best excuse obviously new book kharidna tha,True,False,0.8564,Positive
Reading corner setup finally complete ho gaya,False,True,0.9868,Positive
"Aaj ek tiny local bakery discover hui, pastries excellent the",False,True,0.7569,Positive
Bhai croissant itna flaky tha ki table bhi participate kar raha tha,True,False,0.9983,Positive
Fresh juice stall pe fruit literally saamne cut hua,False,True,0.9326,Positive
"Bhai hot sauce ki bottle cute thi, andar se villain nikli",True,False,0.9988,Negative
"Dessert shop mein tiny cake mila, price giant tha",True,False,0.5133,Negative
Bhai menu mein 47 dishes hain aur decision still pending,True,False,0.6599,Neutral
Street market ka grilled corn smell pura road control kar raha tha,True,False,0.9957,Positive
Food stall pe line long thi but taste justified it,False,True,0.9959,Positive
"Aaj homemade jam try kiya, store wali ab boring lag rahi",True,False,0.9992,Positive
Dessert ka portion tiny tha but sweetness full-sized,True,False,0.5089,Positive
Bhai plate presentation itni fancy thi ki spoon use karne mein hesitation,True,False,0.9968,Positive
"Bhai museum me robot dekh ke laga future aa gaya, bas salary abhi bhi past me hai 😂",True,False,0.9848,Negative
"AI ne poem likh di, ab writers ko bhi attendance lagani padegi shayad 😭",True,False,0.9842,Neutral
Bhai printer ne document tab print kiya jab mujhe uski zarurat hi nahi thi,True,False,0.999,Negative
Password itna complicated bana diya ki account mujhe hi suspicious samajh raha hai,True,False,0.9983,Negative
Internet down hote hi sabko suddenly pata chal gaya ki neighbours bhi exist karte hain,True,False,0.9675,Positive
Bhai phone update ne naye features ke naam pe settings hide kar di,True,False,0.9978,Negative
Smartwatch ne meri sleep report dekh ke mujhe hi judge kar diya,True,False,0.9972,Negative
"Digital map ne ek baar genuinely shortcut dikha diya, historic event",True,False,0.9956,Positive
QR code scan karte karte life bhi QR code jaisi lag rahi hai,True,False,0.9977,Neutral
New app install ki aur terms and conditions ne pura novel likh rakha tha,True,False,0.9944,Neutral
Laptop fan ne aaj helicopter banne ka decide kar liya,True,False,0.9976,Negative
Bhai smart fridge ka idea sunke laga ab fridge bhi meri life monitor karega,True,False,0.9985,Neutral
Bluetooth ne device connect karne se pehle pura emotional journey karwa diya,True,False,0.9987,Negative
"Password manager use karna start kiya, brain ko finally unpaid internship se retirement mili",True,False,0.9925,Positive
"Bhai smartwatch ne steps count kiye, main bas room me ghoom raha tha",True,False,0.9985,Neutral
"Bhai captcha ne prove kar diya ki main robot nahi hu, thanks for the verification",True,False,0.9326,Positive
Charging station pe line dekh ke laga petrol pump bhi peaceful tha,True,False,0.9951,Negative
Bhai cycle ka tyre flat hua aur pump ghar pe obviously nahi tha,True,False,0.8216,Negative
"Self-driving car ka demo dekha, passenger mujhse zyada relaxed tha",True,False,0.9768,Positive
"Bhai parking ticket sambhal ke rakha tha, machine ne phir bhi accept nahi kiya",True,False,0.999,Negative
Ferry terminal pe luggage dekh ke laga trip se zyada samaan travel kar raha hai,True,False,0.9984,Neutral
Bhai rental cycle ki seat adjust karne me hi half workout ho gaya,True,False,0.9976,Negative
Airport trolley ko push karna bhi cardio category me aa gaya,True,False,0.9967,Negative
Small airport surprisingly peaceful tha,False,True,0.7434,Positive
Bhai luggage ka weight limit dekh ke clothes ne farewell party kar li,True,False,0.9972,Negative
Bhai Venice me har road ke badle canal dekh ke Google Maps bhi confused hoga,True,False,0.9985,Neutral
Iceland ke waterfalls ki photos dekh ke screen se hi thand lag gayi,True,False,0.9063,Positive
Bhai Sahara me picnic ka idea sunke mere air-conditioner ne resignation de diya,True,False,0.996,Negative
Bhai Dubai ki buildings dekh ke lagta hai gravity optional hai,True,False,0.9986,Positive
Singapore ki streets ki cleanliness dekh ke dustbin bhi unemployed lagta hoga,True,False,0.9932,Positive
Bhai London ka weather ek din me four seasons complete kar raha tha,True,False,0.9985,Neutral
Bhai Egypt ke pyramids dekh ke ancient engineers ko respect automatically mil gaya,True,False,0.8921,Positive
"Bhai Iceland me volcano aur glacier dono ek hi country me hain, nature overachieving hai",True,False,0.7629,Positive
Brazilian carnival ke costumes literally walking artwork lagte hain,False,True,0.5359,Positive
Bhai Venice me map se zyada boat schedule important lag raha tha,True,False,0.9982,Neutral
Bhutan ke mountain roads dekh ke driving confidence thoda kam ho gaya,True,False,0.9982,Negative
South Africa ke coastal views genuinely beautiful hain,False,True,0.6715,Positive
Bhai festival me log itne colourful dressed the ki camera ne surrender kar diya,True,False,0.9476,Positive
Lantern festival ka night view genuinely beautiful tha,False,True,0.5478,Positive
Street parade me drums itne loud the ki heartbeat bhi rhythm me aa gayi,True,False,0.9981,Positive
Bhai costume change itna fast hua ki main abhi first outfit process kar raha tha,True,False,0.9988,Positive
Traditional mask-making workshop surprisingly detailed tha,False,True,0.9568,Positive
"Fireworks dekhne gaya tha, smoke ne pehle hi welcome kar diya",True,False,0.9977,Negative
Bhai cultural festival me ek dance step seekha aur ab khud ko performer samajh raha hu,True,False,0.9988,Positive
"Bhai paper lantern banana simple laga tha, final result UFO nikla",True,False,0.9872,Neutral
Bhai parade me balloon itna bada tha ki usko bhi personal space chahiye tha,True,False,0.9988,Positive
Flamingos ko group me walk karte dekh ke laga fashion show chal raha hai,True,False,0.9982,Positive
Whale watching trip me finally ek whale surface pe aayi,False,True,0.8492,Positive
Bhai penguin ko walk karte dekh ke confidence thoda improve ho gaya,True,False,0.9971,Positive
Coral reef ke colours underwater kaafi vibrant the,False,True,0.5496,Positive
Bhai monkey ne mera snack dekh liya aur negotiation immediately one-sided ho gayi,True,False,0.9794,Negative
Turtle rescue centre me rehabilitation process interesting laga,False,True,0.6616,Positive
Owl ko itna calmly baitha dekha ki mujhe bhi productive feel hua,True,False,0.9982,Positive
Bhai squirrel ne food chura liya aur phir bhi innocent face bana raha tha,True,False,0.9988,Positive
Bhai peacock ne feathers khole aur main literally content creator ban gaya,True,False,0.9512,Positive
Zoo map dekh ke realise hua humne abhi sirf 20% cover kiya hai,True,False,0.9988,Neutral
Bhai giraffe ke paas khade hoke human height ka confidence officially khatam,True,False,0.9985,Negative
Bhai tennis ball itni speed se aayi ki reaction time ne resign kar diya,True,False,0.9972,Negative
Table tennis match surprisingly intense tha,False,True,0.9797,Positive
Archery range pe first arrow expected se closer laga,False,True,0.9827,Positive
Bhai bowling me ball gutter me gayi aur confidence bhi saath gaya,True,False,0.9989,Negative
Bhai marathon runners ko dekh ke mere walking plans bhi ambitious lag rahe,True,False,0.9958,Positive
Surfing lesson me first wave successfully catch hui,False,True,0.9873,Positive
Bhai golf ball ko hit karne gaya aur grass ne hi zyada damage liya,True,False,0.9979,Negative
Volleyball game me coordination surprisingly good tha,False,True,0.9115,Positive
Ice hockey players ka speed level unbelievable tha,False,True,0.9032,Positive
Bhai cycling race dekh ke meri normal cycle suddenly slow motion lag rahi,True,False,0.9963,Positive
Boxing training ka warm-up hi main event jaisa tha,True,False,0.9975,Negative
Bhai pronunciation galat boli aur sentence ka meaning vacation pe chala gaya,True,False,0.9965,Negative
Japanese characters likhna surprisingly satisfying tha,False,True,0.9061,Positive
French accent imitate karna easy laga until someone actually spoke French,True,False,0.8294,Neutral
Bhai dictionary khol ke ek word dekha aur uske andar 12 aur words mil gaye,True,False,0.9988,Neutral
Translation app ne sentence ka meaning aisa badla ki original bhi confuse ho gaya,True,False,0.9977,Negative
Bhai accent improve karne ke chakkar me sentence hi foreign lagne laga,True,False,0.9987,Neutral
Dictionary bookmark ab browser ka permanent member ban gaya,True,False,0.9929,Neutral
Bhai tongue twister ne meri entire pronunciation expose kar di,True,False,0.9813,Negative
Bhai scientist ne equation explain ki aur mera brain loading screen pe chala gaya,True,False,0.9295,Negative
Ocean trenches ke depth numbers dekh ke genuinely shock laga,False,True,0.7504,Negative
Bhai deep sea creatures dekh ke nature ke design choices question ho gaye,True,False,0.9726,Neutral
Bhai dinosaur ke tiny arms pe memes banane ka urge control nahi hua,True,False,0.7243,Positive
Deep ocean pressure ke numbers sunke wahan jaana cancel,True,False,0.9902,Negative
Bhai science centre me pendulum dekhte dekhte 20 minute nikal gaye,True,False,0.9988,Positive
Bhai ocean ka pressure dekh ke swimming pool suddenly very safe lag raha,True,False,0.9026,Positive
Bhai purane ads dekh ke laga marketing tab bhi drama karti thi,True,False,0.9991,Positive
Bhai old currency dekh ke inflation suddenly personal topic lagne laga,True,False,0.9424,Negative
Bhai ancient kitchen ke utensils dekh ke modern kitchen ka respect badh gaya,True,False,0.9979,Positive
Bhai purane telephone ko dekh ke smartphone ko unnecessarily advanced feel hua,True,False,0.7381,Positive
Bhai old alarm clock dekh ke laga humans ne snooze button pehle hi invent kar liya tha,True,False,0.9971,Positive
Bhai ancient battle strategy samajhte samajhte chess board yaad aa gaya,True,False,0.9978,Neutral
"Bhai weather app ne “light rain” bola tha, yahan toh clouds ne full revenge liya 😭",True,False,0.6564,Negative
Hawa itni tez hai ki balcony ka plant bhi relocation plan kar raha hai 😂,True,False,0.9838,Negative
"Bhai humidity ne baal ko permanent volume de diya, salon ki zarurat nahi 😭",True,False,0.928,Negative
"Morning me sky completely clear tha, stars bhi thode visible the",False,True,0.967,Positive
Bhai temperature itna high hai ki ice cream bhi survival mode me hai,True,False,0.9986,Negative
"Clouds dekh ke laga rain aayegi, clouds ne bas trailer dikhaya",True,False,0.9959,Neutral
Thunder itna loud tha ki windows ne bhi attendance de di,True,False,0.9979,Negative
Bhai forecast app aur actual sky ki friendship khatam ho chuki hai,True,False,0.9979,Negative
"Heatwave me fan bhi motivational speaker jaisa bas bol raha tha, kaam nahi",True,False,0.9985,Negative
Bhai museum ka audio guide itna slow tha ki history bhi wait kar rahi thi,True,False,0.9983,Negative
Gallery map haath me tha phir bhi main entrance ko exit samajh gaya,True,False,0.999,Negative
Photography exhibition me black-and-white portraits kaafi striking the,False,True,0.8342,Positive
"Bhai painting ko 10 minute dekh ke bhi meaning nahi mila, art mujhe ignore kar rahi hai",True,False,0.9986,Neutral
"Museum cafe ka bill dekh ke artwork samajh aaya, asli masterpiece toh pricing thi",True,False,0.9057,Negative
Ancient jewellery exhibition me craftsmanship impressive tha,False,True,0.9658,Positive
Bhai interactive exhibit ne mujhe button dabane se pehle hi defeat kar diya,True,False,0.9962,Negative
"Gallery me ek chair pe baithne gaya, guard ne mujhe modern sculpture samajh liya shayad",True,False,0.9989,Neutral
Bhai gift shop me “small souvenir” lene gaya aur giant bag leke nikla,True,False,0.9982,Negative
Sculpture itni realistic thi ki ek second ke liye person samajh liya,True,False,0.9975,Positive
Historical audio recording sunna surprisingly emotional tha,False,True,0.6141,Positive
Museum ke floor plan ne mujhe maze solve karne ki training de di,True,False,0.9983,Neutral
Bhai museum se nikla toh brain me 47 random facts install ho chuke the,True,False,0.984,Positive
Bhai sabzi bhi ab luxury colour palette me aa rahi hai 😭,True,False,0.9954,Neutral
Bhai mushroom ke itne types dekhe ki ab main fungus expert hu apparently,True,False,0.5024,Positive
Bhai “just one apple” lene gaya tha aur basket bhar ke aa gaya,True,False,0.9987,Positive
Fruit stall pe watermelon choose karna NASA mission jaisa lag raha tha,True,False,0.9986,Neutral
Bhai chilli tasting ke baad paani bhi insufficient resource lag raha tha,True,False,0.9978,Negative
Farmers market me handmade chocolates ka section dangerous tha,True,False,0.886,Positive
"Bhai fruit vendor ne mango ka sample diya, ab pura crate chahiye",True,False,0.9981,Positive
Bhai bonsai tree ko dekh ke meri life bhi giant version lag rahi thi,True,False,0.9985,Neutral
"Bhai plant nursery gaya tha, wallet ne photosynthesis start kar di",True,False,0.9957,Negative
"Bhai cactus ko bhi watering schedule chahiye, apparently sabki needs hain",True,False,0.9108,Neutral
"Bhai garden me ek squirrel ne mujhe ignore kiya, celebrity attitude",True,False,0.9984,Neutral
Bamboo section kaafi tall aur impressive tha,False,True,0.5928,Positive
"Bhai plant shop me sirf dekhne gaya tha, plant ghar le aaya",True,False,0.9974,Positive
Bhai bonsai ki age sunke plant ki respect salary se zyada ho gayi,True,False,0.9988,Positive
Bhai mug itna aesthetic tha ki usme paani peena bhi premium experience lag raha,True,False,0.9989,Positive
Leather crafting workshop me process expected se complicated tha,False,True,0.9545,Neutral
Artisan market me prices dekh ke craftsmanship ki respect aur badh gayi,True,False,0.9974,Positive
Bhai wooden sculpture ka face mujhse zyada expressive tha,True,False,0.9909,Positive
Bhai basket weaving dekha aur suddenly engineering degree unnecessary lagne lagi,True,False,0.9792,Positive
Bhai handmade lamp ka price dekh ke light se zyada shock mila,True,False,0.9971,Negative
Ceramic painting me apna design banana surprisingly fun tha,False,True,0.8628,Positive
Bhai telescope itna bada tha ki mujhe laga satellite launch hone wala hai,True,False,0.9992,Positive
Moon ke craters telescope me clearly visible the,False,True,0.9921,Positive
Bhai constellation ka naam yaad kiya aur next minute bhool gaya,True,False,0.9989,Negative
Bhai space documentary dekh ke apni room ki ceiling boring lagne lagi,True,False,0.9987,Negative
Bhai Mars ki photos dekh ke vacation destination list se delete kar diya,True,False,0.9937,Negative
"Bhai universe ka size samajhne gaya tha, aur existential crisis leke aaya",True,False,0.9953,Negative
Satellite tracking app surprisingly accurate thi,False,True,0.9773,Positive
"Bhai shooting star dekh ke wish maangi, scientific evidence pending hai",True,False,0.9984,Positive
Bhai singer ne high note hit kiya aur meri self-confidence ne exit le liya,True,False,0.9984,Negative
Bhai concert me bass itna strong tha ki heartbeat bhi backup dancer ban gayi,True,False,0.9954,Positive
Drummer ka timing genuinely impressive tha,False,True,0.6015,Positive
Bhai guitar solo ke time audience ne mujhe bhi musician samajh liya shayad,True,False,0.9991,Neutral
"Bhai speaker ke paas khada tha, ab ears ko vacation chahiye",True,False,0.9987,Negative
Bhai song request bheji aur singer ne obviously mera naam nahi liya,True,False,0.9987,Negative
Percussion performance surprisingly energetic thi,False,True,0.9697,Positive
Live orchestra me so many instruments together sunna amazing tha,False,True,0.8727,Positive
Bhai conductor ko dekh ke laga music ka traffic police hota hai,True,False,0.9972,Positive
"Bhai film camera me 36 photos hain, phone ki 36,000 se adjust karna padega",True,False,0.998,Neutral
Analog photography ka process surprisingly satisfying hai,False,True,0.9736,Positive
"Bhai ek photo click karne se pehle 5 baar settings check kar raha tha, NASA mission hai kya",True,False,0.9984,Neutral
Camera bag itna heavy tha ki photography ke saath gym membership free mil gayi,True,False,0.9981,Negative
Bhai perfect sunset photo lene gaya aur birds ne frame hijack kar liya,True,False,0.9969,Positive
Macro lens se tiny flower details unexpectedly beautiful dikhe,False,True,0.7205,Positive
"Bhai tripod carry karne ke baad bhi photo blur nikli, technology defeated",True,False,0.9923,Negative
Bhai photo edit karte karte original photo hi identify nahi ho rahi,True,False,0.9976,Neutral
Bhai menu me dish ka naam itna long tha ki order dene se pehle pronunciation practice karni padi,True,False,0.9989,Neutral
Bhai tiny dessert dekh ke laga chef ne portion ko minimalist art bana diya,True,False,0.9983,Negative
Bhai chopsticks se noodles pakadne me pura physics revise ho gaya,True,False,0.9986,Negative
Bhai menu ka “extra spicy” option dekh ke seedha normal pe aa gaya,True,False,0.9983,Negative
Bhai dessert table dekh ke “sirf taste karunga” wala plan 4 plates ka ho gaya,True,False,0.9973,Positive
Bhai food festival me plate se zyada decisions ka weight tha,True,False,0.9983,Neutral
Bhai clock ke andar itne gears the ki time dekhne ke liye engineering degree chahiye,True,False,0.9969,Neutral
Bhai alarm clock ne Sunday ko bhi responsible citizen banne ki koshish ki,True,False,0.9968,Negative
"Bhai wall clock ruk gayi aur sabne time phone se check kiya, progress",True,False,0.9988,Positive
Bhai clock tower ka bell itna loud tha ki entire street ko reminder mil gaya,True,False,0.9977,Neutral
Bhai watch winding karte karte laga main 1800s me shift ho gaya,True,False,0.9793,Positive
Bhai digital clock dekhne ki aadat ne sundial ko personally insult kar diya,True,False,0.995,Neutral
Clock restoration workshop me tools kaafi specialised the,False,True,0.7527,Neutral
Bhai aquarium me shark itni calmly ghoom rahi thi jaise uska rent paid ho,True,False,0.9987,Neutral
Penguin enclosure ke paas jaake temperature suddenly understandable ho gaya 😂,True,False,0.8341,Positive
"Bhai octopus ne mujhe dekha aur instantly ignore kar diya, celebrity behaviour",True,False,0.9975,Neutral
Bhai fish ko feed karte waqt ek ne pura buffet apne naam kar liya,True,False,0.9989,Positive
Bhai crab itna attitude me walk kar raha tha jaise meeting uski ho,True,False,0.9989,Positive
"Bhai tiny fish school me itni organised thi, mujhe bhi discipline feel hua",True,False,0.999,Positive
Bhai fish ne camera ke saamne pose diya aur phir seedha nikal gayi,True,False,0.9991,Positive
Bhai penguin bas khada tha aur somehow sabse entertaining wahi tha,True,False,0.9939,Positive
Bhai meeting me 20 log the aur decision phir bhi “baad me dekhenge” nikla,True,False,0.999,Negative
"Bhai group project me sabka contribution equal tha, matlab miracle possible hai",True,False,0.6233,Positive
Neighbourhood clean-up me surprisingly kaafi log aa gaye,False,True,0.611,Positive
Bhai notice board pe 14 posters the aur koi actual information nahi thi,True,False,0.9855,Negative
Bhai committee ne 40 minute discussion ke baad colour decide kiya,True,False,0.998,Neutral
Bhai sabko “small contribution” bola tha aur mera wallet emotional ho gaya,True,False,0.6386,Negative
Public notice ka font itna small tha ki zoom karna pada,True,False,0.9984,Negative
Bhai group chat me 87 messages aaye aur actual update last line me tha,True,False,0.998,Neutral
"Bhai feedback form me “optional” likha tha, phir reminder teen baar aa gaya",True,False,0.9986,Negative
Bhai window seat mili aur saamne ka passenger bhi window enjoy karna chahta tha,True,False,0.9989,Neutral
Train pantry ka sandwich dekh ke appetite ne resignation de diya,True,False,0.9905,Negative
Sleeper train me surprisingly achhi sleep aa gayi,False,True,0.9924,Positive
Bhai station announcement itni unclear thi ki sab passengers ek dusre ko dekh rahe the,True,False,0.996,Negative
Bhai train 2 minute late hui aur announcement ne aisa bola jaise national emergency ho,True,False,0.9403,Neutral
"Train me charging point actually kaam kar raha tha, rare achievement",True,False,0.9631,Positive
"Bhai luggage rack pe jagah mil gayi, aaj universe favour me hai",True,False,0.9974,Positive
Bhai train ka horn itna loud tha ki headphones ne bhi surrender kar diya,True,False,0.9929,Negative
"Bhai station pe chai nahi, souvenir lene gaya tha aur suitcase bhar gaya",True,False,0.9977,Positive
Bhai postcard bhejne ke liye address likhna bhi ab advanced skill lag raha hai,True,False,0.9986,Neutral
Bhai ek pen test karne gaya aur 15 minute stationery consultant ban gaya,True,False,0.9956,Positive
Bhai first calligraphy attempt dekh ke doctor ki handwriting classy lagne lagi,True,False,0.9981,Negative
Bhai ink bottle kholte hi table ko abstract art bana diya,True,False,0.9958,Negative
Wax seal lagana expected se difficult tha,False,True,0.8588,Neutral
Bhai envelope seal karne ke baad yaad aaya andar note hi nahi dala,True,False,0.9988,Negative
Fountain pen se writing surprisingly smooth thi,False,True,0.895,Positive
Bhai stamp collection dekh ke laga kisi ne patience ko hobby bana liya,True,False,0.9984,Positive
Bhai postcard likha aur handwriting ne khud mujhe block kar diya,True,False,0.9989,Negative
"Bhai dough ko “thoda knead” karna bola tha, arms ne full workout kar liya",True,False,0.9984,Negative
Bhai cake decorate karne gaya aur final design earthquake map lag raha tha,True,False,0.9986,Negative
Bhai recipe me “pinch of salt” ka exact measurement NASA se mangna padega,True,False,0.9408,Neutral
"Bhai soufflé rise nahi hua, gravity ne personal issue le liya",True,False,0.9794,Negative
Bhai “easy recipe” ne 17 ingredients dikha diye,True,False,0.9969,Negative
Bhai presentation ke liye dish decorate ki aur garnish ne sab cover kar diya,True,False,0.9977,Negative
Bhai game rules samajhne me hi opponent ne aadha board jeet liya,True,False,0.9992,Negative
Bhai dice ne mere against personal grudge le rakha hai,True,False,0.9979,Negative
Card game ka new rule initially confusing tha,False,True,0.8864,Neutral
Bhai opponent ne “friendly game” bola aur phir tournament mode activate kar diya,True,False,0.997,Negative
Bhai Monopoly me friendship ka real stress test ho gaya,True,False,0.995,Negative
Escape-room puzzle ka clue finally solve hua,False,True,0.97,Positive
Trivia game me random knowledge unexpectedly useful nikli,False,True,0.8457,Positive
Bhai answer pata tha but buzzer ne mujhse pehle decide kar liya,True,False,0.9885,Negative
"Bhai game ke instructions 8 pages ke the, game khelna optional lag raha tha",True,False,0.9987,Negative
Bhai luck ne aaj mujhe officially unfollow kar diya,True,False,0.9987,Negative
Bhai actor ne itna emotional scene kiya ki audience bhi silent mode pe chali gayi,True,False,0.9982,Positive
"Bhai interval me story samajh aayi, plot ne tab tak mujhe ghost kar diya tha",True,False,0.9991,Neutral
Theatre seating surprisingly comfortable thi,False,True,0.9667,Positive
Bhai villain ka entry music itna dramatic tha ki door bhi nervous ho gaya,True,False,0.9951,Positive
Bhai puppet ka expression mujhse zyada expressive tha,True,False,0.9984,Positive
Bhai improv me blank ho gaya aur silence ko performance bana diya,True,False,0.9938,Neutral
Traditional theatre costumes kaafi elaborate the,False,True,0.943,Positive
Stage crew transitions surprisingly smooth the,False,True,0.9799,Positive
Bhai front-row seat mili aur ab actors ke expressions bhi personally visible hain,True,False,0.9866,Positive
Experimental theatre ka concept initially confusing but interesting tha,False,True,0.5959,Neutral
Bhai curtain call ke time clap karna hi safest social strategy tha,True,False,0.9981,Neutral
Bhai building ka entrance itna fancy tha ki andar jaane se pehle confidence check karna pada,True,False,0.9985,Positive
Old balconies ki ironwork detailing impressive thi,False,True,0.9888,Positive
Bhai building ka staircase dekh ke lift ki invention ki respect badh gayi,True,False,0.9963,Positive
Bhai narrow staircase ne fitness test bina registration ke le liya,True,False,0.9979,Negative
Bhai building ka floor plan dekh ke laga architect ko puzzles pasand the,True,False,0.9967,Neutral
Bhai tiny window dekh ke ventilation ne bhi career change kar liya,True,False,0.9987,Negative
Heritage conservation team ne original details preserve kiye,False,True,0.7732,Positive
"Bhai staircase ke 100 steps the, architecture ke saath cardio complimentary tha",True,False,0.9496,Negative
"Bhai architecture walk pe gaya tha, feet ne walking tour ko personally oppose kar diya",True,False,0.9943,Negative
Bhai puppy ne ek baar dekha aur adoption form mentally fill ho gaya,True,False,0.9971,Positive
Shelter me rescued animals ke medical records properly maintained the,False,True,0.8581,Positive
Bhai cat ne pet karne diya aur phir suddenly attitude update kar diya,True,False,0.9978,Neutral
Bhai dog toy lene gaya aur dog ne mujhe hi toy samajh liya,True,False,0.9993,Positive
"Bhai ek cat ko photo me cute samjha, real me full CEO nikli",True,False,0.999,Positive
Bhai puppy ne shoelace pakdi aur ab footwear officially uska hai,True,False,0.9987,Positive
Bhai kitten ne keyboard pe baith ke productivity ka final decision le liya,True,False,0.9967,Negative
Bhai shelter se nikla toh 14 animals ke naam yaad the aur apna password nahi,True,False,0.9956,Positive
Bhai metro map dekh ke laga artist ne noodles ko inspiration banaya hai,True,False,0.9988,Neutral
Bus driver ne route change announcement clearly diya,False,True,0.9951,Positive
Bhai bus stop pe khada tha aur bus ne mujhe personally avoid kar diya,True,False,0.9974,Negative
Bhai ticket machine ne card accept karne se pehle emotional damage kar diya,True,False,0.9967,Negative
Bhai rush hour me personal space naam ki mythology samajh aayi,True,False,0.9987,Negative
Metro station me accessibility features clearly marked the,False,True,0.9971,Positive
Bhai platform pe 2 minute wait kiya aur patience ne retirement announce kar di,True,False,0.9539,Negative
"Bhai train ke doors close hone ke baad hi platform pe pohcha, excellent timing",True,False,0.9833,Negative
"Bhai transit map samajh gaya, ab officially city ka unpaid navigator hu",True,False,0.9971,Positive
Bhai online shopping me “almost your size” dekh ke kapde bhi commitment issues wale lag rahe,True,False,0.7641,Neutral
Delivery tracker ne parcel ko teen ghante se same location pe meditate karwa rakha hai,True,False,0.9948,Negative
Package expected date se ek din pehle aa gaya,False,True,0.8881,Positive
Bhai return window itni chhoti hai jaise product ko bhi pata ho mistake ho gayi,True,False,0.9987,Negative
Product ki packaging surprisingly minimal thi,False,True,0.9528,Positive
Online review me kisi ne sirf “nice” likha aur mujhe pura research karna pada,True,False,0.9984,Neutral
"Bhai cart me item rakha tha, website ne price badha ke character development kar diya",True,False,0.9966,Negative
"Discount banner dekh ke laga saving hogi, final bill ne reality samjha di",True,False,0.9976,Negative
Bhai “limited stock” ka message 15 din se same confidence ke saath aa raha hai,True,False,0.998,Neutral
Online order ka box product se teen guna bada tha,True,False,0.9986,Neutral
Local market me bargaining surprisingly easy rahi,False,True,0.9548,Positive
"Bhai sale me sirf ek cheez lene gaya tha, shopping bag ne kuch aur decide kiya",True,False,0.999,Positive
The fabric felt comfortable after trying it on,False,True,0.9201,Positive
Product photos me size ka scale bilkul clear nahi tha,False,True,0.5329,Negative
Bhai packaging kholte kholte laga gift ke andar ek aur gift aur phir tax notice niklega,True,False,0.9985,Neutral
"Bhai book itni thick thi ki usko read nahi, shift karna padega",True,False,0.9991,Negative
Old books ki smell surprisingly calming thi,False,True,0.5652,Positive
