message,actual_sentiment,predicted_sentiment,sentiment_confidence,actual_sarcasm,predicted_sarcasm,sarcasm_confidence
Native plant conservation area me local species identify ki,Positive,Neutral,0.9935,False,True,0.5885
Bhai plant names yaad karte karte brain me nursery ka syllabus ban gaya 😂,Neutral,Negative,0.9199,True,False,0.5548
Butterfly garden me multiple colourful species dekhi 🦋🌺,Positive,Positive,0.9979,False,True,0.9491
Bhai butterfly photo lene gaya aur woh naturally model banne ke mood me nahi thi 😂,Neutral,Negative,0.8505,True,False,0.8275
Aaj astronomy app se different constellations identify kiye 🌌📱,Positive,Neutral,0.9947,False,False,0.8232
"Bhai app ne constellation dikha diya, sky ne meanwhile clouds bhej diye 😂",Negative,Neutral,0.9404,True,False,0.9309
Meteor shower ka peak time late night tha ☄️🌙,Neutral,Positive,0.9493,False,False,0.9015
Bhai meteor dekhne ke liye jagta raha aur eyelids ne democratic vote se close kar diya 😂,Negative,Negative,0.9812,True,False,0.8559
Bhai moon zoom kiya aur camera ne potato quality me answer diya 😂,Negative,Positive,0.4226,True,False,0.9267
Planetarium show me space simulation kaafi immersive tha 🪐✨,Positive,Positive,0.9953,False,True,0.5833
Saturn ke rings ka model kaafi detailed tha 🪐,Positive,Neutral,0.6635,False,False,0.7065
Bhai Saturn ka model dekh ke laga planet ne accessories seriously li hain 😂,Positive,Positive,0.8887,True,False,0.5379
Space telescope ke images me distant galaxies dekhi 🌌,Positive,Neutral,0.9966,False,False,0.864
Bhai galaxy itni door thi ki reply aane ka wait bhi unrealistic lagta hai 😂,Neutral,Negative,0.9861,True,False,0.8995
Solar eclipse safety glasses properly certified the 🕶️🌞,Positive,Positive,0.9616,False,True,0.9966
Bhai eclipse dekhne ke liye glasses pehne aur duniya suddenly low-resolution lagne lagi 😂,Neutral,Negative,0.9622,True,True,0.5575
Mars rover models ka engineering design interesting tha 🤖🔴,Positive,Positive,0.9796,False,True,0.7916
Bhai rover ka wheel dekh ke laga NASA ne bhi proper tyre research ki hai 😂,Positive,Neutral,0.9056,True,False,0.941
Bhai rocket launch countdown dekhte waqt 10 seconds bhi 10 saal lag rahe the 😂,Neutral,Negative,0.5236,True,False,0.9675
International Space Station ke experiments ke baare me padha,Positive,Neutral,0.992,False,False,0.9799
Bhai astronauts space me experiments kar rahe aur main fridge me kya hai dekh raha hu 😂,Neutral,Neutral,0.9712,True,False,0.9412
Bhai old camera itna heavy tha ki photography ke saath gym membership free honi chahiye 😂,Neutral,Negative,0.9463,True,False,0.7684
Film cameras ke mechanical parts kaafi intricate the,Positive,Neutral,0.9951,False,False,0.9867
Bhai film roll manually load karna dekh ke digital camera ko thank you bola 😂,Positive,Positive,0.9861,True,False,0.9686
Bhai instant photo ka wait karte hue patience ka old-school version mil gaya 😂,Neutral,Negative,0.9725,True,False,0.6254
Darkroom photography ka chemical process interesting tha,Positive,Neutral,0.6739,False,False,0.8832
Bhai photo develop hone ka wait dekh ke phone camera aur impatient lagne laga 😂,Positive,Negative,0.9569,True,False,0.8643
"Bhai 20 photos ke baad memory full, camera bhi minimalist lifestyle pe tha 😂",Neutral,Negative,0.666,True,False,0.8928
Bhai vintage hairstyle dekh ke current trends ko suddenly forgive kar diya 😂,Positive,Negative,0.9877,True,False,0.712
Documentary photographers ke original contact sheets display pe the,Positive,Neutral,0.9935,False,False,0.5942
Bhai ek photo choose karne me photographer ne jitna time liya utna main poori gallery me nahi laga 😂,Neutral,Negative,0.9729,True,False,0.9753
Analog photography workshop me film develop ki,Positive,Neutral,0.9951,False,False,0.9815
Bhai chemicals ki smell ne creativity se zyada laboratory yaad dila di 😂,Neutral,Negative,0.8491,True,False,0.8579
"Bhai lens itna heavy tha ki camera nahi, telescope feel hua 😂",Neutral,Neutral,0.6906,True,False,0.8088
Bhai black-and-white photo me bhi meri confused expression HD thi 😂,Positive,Negative,0.9802,True,False,0.8952
Aaj international chess tournament ka live match dekha ♟️🌍,Positive,Neutral,0.7641,False,False,0.97
Bhai player ne 5 moves ahead calculate kiya aur main pawn ko naam de raha tha 😂,Neutral,Neutral,0.9227,True,False,0.9813
"Bhai opening ke naam sun ke laga chess nahi, secret military operation hai 😂",Neutral,Neutral,0.6941,True,False,0.8029
Rapid chess match surprisingly intense tha ♟️🔥,Positive,Positive,0.9977,False,True,0.9922
Bhai clock dekh ke mujhe khud anxiety hone lagi 😂,Negative,Negative,0.9772,True,False,0.9807
Bhai commentator ne move explain kiya aur mujhe board aur complicated lagne laga 😂,Neutral,Negative,0.9741,True,False,0.9842
Bhai answer saamne tha aur main 20 minute se knight ko blame kar raha tha 😂,Negative,Negative,0.989,True,False,0.9687
Tournament hall me complete silence maintained tha,Positive,Neutral,0.5541,False,True,0.9967
Bhai ek cough bhi dramatic sound effect ban raha tha 😂,Neutral,Negative,0.7085,True,False,0.9734
International players ke playing styles kaafi different the,Positive,Neutral,0.9822,False,False,0.9752
Bhai har player ki strategy samajhne ke liye mujhe second brain chahiye tha 😂,Neutral,Neutral,0.748,True,False,0.9827
Bhai clock ne 3 seconds dikhaye aur meri soul board se exit ho gayi 😂,Negative,Negative,0.9853,True,False,0.9643
Bhai 12-year-old ne checkmate kiya aur main life choices review kar raha tha 😂,Negative,Negative,0.8669,True,False,0.8955
Bhai left-right steps yaad karte karte body ne apni choreography invent kar di 😂,Neutral,Negative,0.9965,True,False,0.8231
Tango posture surprisingly difficult tha,Neutral,Neutral,0.9193,False,True,0.9849
Bhai tango me elegance chahiye thi aur mere feet ne comedy choose kar li 😂,Negative,Negative,0.9777,True,False,0.9682
Bhai 10 minute dance ke baad lungs ne resignation letter ready kar liya 😂,Negative,Negative,0.8717,True,False,0.9702
Bhai ek pose hold karne ki koshish ki aur gravity ne immediately feedback de diya 😂,Negative,Negative,0.9132,True,False,0.7725
Bhai footwork sun ke shoes ne bhi pressure feel kiya hoga 😂,Positive,Negative,0.871,True,False,0.9175
Contemporary dance performance ka storytelling aspect interesting tha,Positive,Neutral,0.9648,False,False,0.9908
Bhai dance samajhne gaya aur end me bas “deep tha” bol ke aa gaya 😂,Neutral,Negative,0.978,True,False,0.9938
Bhai costume me itne details the ki outfit ka separate resume ban sakta hai 😂,Positive,Neutral,0.795,True,False,0.8305
Korean traditional dance me movements kaafi controlled the,Positive,Neutral,0.994,False,True,0.9387
Bhai slow movement me bhi itni precision thi ki mera walking confidence hurt ho gaya 😂,Neutral,Negative,0.9771,True,False,0.7603
Street dance battle me crowd energy amazing thi 🔥,Positive,Positive,0.9981,False,True,0.9008
Bhai dancer ne spin kiya aur meri neck ne sirf dekh ke resign kar diya 😂,Negative,Negative,0.994,True,False,0.9942
Dance instructor ne steps ko small parts me break kiya,Positive,Neutral,0.9919,False,False,0.9965
Aaj handmade musical instrument market dekha 🎻🪕,Positive,Neutral,0.9969,False,False,0.9919
"Bhai instrument ka price dekh ke khud ko musician nahi, audience banana choose kiya 😂",Negative,Negative,0.8063,True,False,0.9859
Bhai violin ka finish dekh ke carpenter bhi artist lagne laga 😂,Positive,Positive,0.4908,True,False,0.9855
African percussion instruments ke shapes kaafi diverse the,Positive,Neutral,0.9273,False,True,0.5273
Bhai drum kharidne ka thought aaya aur neighbours ki image saamne aa gayi 😂,Neutral,Negative,0.9757,True,False,0.9399
Bhai flute bajane gaya aur birds ne bhi location change kar li 😂,Negative,Negative,0.9761,True,False,0.9861
Handmade guitars ka craftsmanship impressive tha 🎸,Positive,Positive,0.9984,False,True,0.6936
Bhai guitar dekh ke laga six strings bhi six responsibilities hoti hain 😂,Neutral,Neutral,0.5951,True,False,0.8113
String instruments ke tuning methods compare kiye,Positive,Neutral,0.9981,False,False,0.9973
Bhai tuning karte karte instrument aur mera patience dono out of tune ho gaye 😂,Negative,Negative,0.9928,True,False,0.8538
Traditional drums ke leather work ki detailing interesting thi,Positive,Neutral,0.9829,False,False,0.9914
Bhai drumhead tighten karna bhi engineering ka side quest nikla 😂,Neutral,Negative,0.9732,True,False,0.9799
Instrument makers ne wood selection ka process explain kiya,Positive,Neutral,0.997,False,False,0.9628
"Bhai wood choose karne ke liye itni knowledge chahiye, main toh furniture colour bhi confuse karta hu 😂",Neutral,Negative,0.6516,True,False,0.7671
Handmade instruments ka sound factory-made versions se noticeably different tha,Positive,Neutral,0.9967,False,False,0.825
Bhai ek instrument suna aur laga Spotify playlist ko competition mil gaya 😂,Positive,Negative,0.4831,True,False,0.9751
Music workshop me participants ko instruments try karne diye gaye,Positive,Neutral,0.9919,False,False,0.9971
Bhai sabko turn mila aur mera instrument ne mujhe hi judge kar diya 😂,Neutral,Negative,0.9955,True,False,0.973
Aaj global street photography exhibition dekhi 📸🌍,Positive,Neutral,0.874,False,False,0.9736
Bhai photographer ne random moment capture kiya aur meri 50 planned photos useless lagne lagi 😂,Positive,Negative,0.9853,True,False,0.8762
Urban night photography me reflections kaafi beautiful the 🌃,Positive,Positive,0.9984,False,True,0.9928
Bhai puddle me city ka reflection dekha aur suddenly photography professor feel hua 😂,Positive,Neutral,0.6316,True,False,0.8833
Bhai monochrome photo me bhi traffic somehow loud feel ho raha tha 😂,Neutral,Negative,0.9613,True,False,0.7544
Documentary photographers ne everyday life ko different perspective se capture kiya,Positive,Neutral,0.9736,False,False,0.9939
Bhai normal chai stall bhi photo me award-winning location lag raha tha 😂,Positive,Positive,0.9633,True,False,0.9709
Bhai symmetry ke chakkar me 15 minute ek hi wall ko ghoorta raha 😂,Neutral,Negative,0.7412,True,False,0.9921
Street portraits me natural expressions kaafi authentic the,Positive,Positive,0.9716,False,True,0.9983
Bhai camera dekhte hi mera natural expression officially disappear ho jata hai 😂,Negative,Negative,0.8968,True,False,0.6954
Photojournalism exhibition me different countries ke stories thi,Positive,Neutral,0.9865,False,False,0.994
"Bhai ek photo ne pura article padhne pe majboor kar diya, image ka influence strong tha 😭",Positive,Negative,0.9859,True,False,0.9642
Bhai photo lene se pehle permission maangi aur subject ne photographer ko bhi pose sikha diya 😂,Positive,Negative,0.779,True,False,0.9716
Long-exposure city shots ka effect kaafi interesting tha,Positive,Neutral,0.8927,False,False,0.8395
Bhai traffic lights streaks ban gayi aur mujhe physics suddenly aesthetic lagne lagi 😂,Positive,Negative,0.9389,True,False,0.8812
Exhibition me old photographs ke original negatives bhi displayed the,Positive,Neutral,0.9969,False,False,0.9353
Bhai negative dekh ke realise hua photography ka bhi opposite version hota hai 😂,Neutral,Negative,0.9908,True,False,0.9884
Aaj international science fair me student inventions dekhe 🔬🌍,Positive,Neutral,0.7623,False,False,0.7169
Bhai school student ne robot banaya aur main calculator ko respect se dekh raha hu 😂,Positive,Positive,0.91,True,False,0.9736
Water purification prototype ka working model interesting tha 💧🔬,Positive,Neutral,0.6635,False,True,0.9325
"Bhai filter ne dirty water clean kar diya, kaash life decisions bhi filter ho jaate 😂",Positive,Negative,0.9876,True,False,0.857
Smart agriculture prototype soil moisture measure kar raha tha 🌱📡,Positive,Neutral,0.989,False,False,0.6347
Bhai plant ko sensor mil gaya aur mujhe abhi tak hydration reminder manually chahiye 😂,Neutral,Neutral,0.9653,True,False,0.9791
Low-cost medical device ka design practical laga,Positive,Neutral,0.993,False,False,0.9947
Bhai prototype dekh ke laga engineering students sleep ko optional kyun samajhte hain 😂,Negative,Neutral,0.9184,True,False,0.9258
Solar cooker ka temperature surprisingly high reach hua ☀️🍳,Positive,Positive,0.9966,False,True,0.6571
"Bhai sunlight se food cook ho gaya, gas cylinder quietly insecure hoga 😂",Positive,Neutral,0.9642,True,True,0.9291
Air-quality monitoring device real-time data show kar raha tha 🌫️📊,Positive,Neutral,0.6529,False,True,0.5523
Bhai graph upar gaya aur hawa ne apni reputation defend karne ki koshish bhi nahi ki 😂,Negative,Negative,0.9927,True,False,0.9899
Students ne biodegradable packaging ka prototype banaya,Positive,Neutral,0.9983,False,False,0.9877
Bhai packaging dekh ke plastic bag ne career counselling book kar li 😂,Positive,Negative,0.9761,True,False,0.9088
Mini weather station temperature aur humidity record kar raha tha 🌡️,Positive,Neutral,0.9932,False,False,0.5922
Bhai weather station ne data collect kiya aur mera weather prediction phir bhi wrong tha 😂,Neutral,Negative,0.6308,True,False,0.9004
Assistive technology prototypes kaafi thoughtful the,Positive,Positive,0.9961,False,True,0.9839
"Bhai simple device ne daily task easier bana diya, engineering ka actual point yaad aa gaya ❤️",Positive,Positive,0.9978,True,False,0.9164
Science fair me renewable energy projects sabse popular the,Positive,Positive,0.9196,False,True,0.9993
"Bhai har project me solar panel tha, sun ko full-time employee bana diya 😂",Positive,Negative,0.7138,True,False,0.8031
Aaj world heritage crafts ka online exhibition dekha 🧵🌍,Positive,Neutral,0.8715,False,False,0.5714
Bhai ek carpet banane me months lagte hain aur main usko “nice design” bol ke aage badh gaya 😭😂,Neutral,Negative,0.8803,True,False,0.7844
Persian carpet patterns me geometric detailing beautiful thi,Positive,Positive,0.9871,False,True,0.9432
African beadwork me colour combinations kaafi vibrant the,Positive,Positive,0.996,False,True,0.998
Bhai beads ka pattern dekh ke apni drawing skills ko privacy mode pe daal diya 😂,Negative,Negative,0.9821,True,False,0.915
Bhai bowl pe pattern banaya aur final result ko abstract category me daal diya 😂,Neutral,Negative,0.7283,True,False,0.9271
Bhai ek print me mountains dekhe aur mera sketch suddenly criminal evidence lagne laga 😂,Negative,Neutral,0.6209,True,False,0.8916
Indian miniature paintings me tiny details impressive hain,Positive,Positive,0.998,False,True,0.9964
Bhai artist itna small paint kar raha tha ki mera phone font bhi giant lagne laga 😂,Positive,Negative,0.9834,True,False,0.9797
Turkish tile patterns me blue shades kaafi beautiful the,Positive,Positive,0.9968,False,True,0.9472
Bhai tiles dekh ke laga kitchen backsplash bhi art degree le sakta hai 😂,Positive,Positive,0.4395,True,False,0.9241
Indigenous weaving techniques ka historical context interesting tha,Positive,Neutral,0.997,False,False,0.8249
"Bhai ek textile ke peeche generations ki knowledge thi, aur main laundry me colour mix kar deta hu 😂",Negative,Neutral,0.8939,True,False,0.8042
Handmade baskets ke natural fibres ka texture kaafi unique tha,Positive,Neutral,0.5379,False,False,0.9925
Bhai basket itni neatly woven thi ki mere cables usko dekh ke guilty feel karenge 😂,Positive,Negative,0.9813,True,False,0.8542
Traditional mask-making workshop me natural materials use hue,Positive,Neutral,0.994,False,True,0.9079
Bhai mask banaya aur mirror ne mujhe pehchanne se mana kar diya 😂,Negative,Negative,0.9929,True,False,0.9807
Bhai speakers ne duniya bhar me help ki aur main ghar pe charger dhoondh raha tha 😂,Neutral,Positive,0.9844,True,False,0.9469
Bhai emergency backpack dekh ke realise hua mera bag sirf snacks carry karta hai 😂,Neutral,Neutral,0.8685,True,False,0.9883
Refugee education programs ke initiatives ke baare me jaana,Positive,Neutral,0.987,False,False,0.9972
Bhai ek volunteer ne multiple languages seekh li aur main ek password yaad nahi rakh pa raha 😂,Negative,Neutral,0.9153,True,False,0.9042
"Bhai food packet ko destination tak pahunchane ke peeche pura operation hota hai, courier wale ko respect 😂",Positive,Neutral,0.7679,True,False,0.9156
Community healthcare volunteers remote areas me services provide kar rahe the,Positive,Neutral,0.9944,False,False,0.9626
Bhai log remote villages tak ja rahe hain aur main nearby shop ke liye ride book karta hu 😂,Negative,Neutral,0.919,True,False,0.873
"Bhai ek water filter ne poori community ka daily routine improve kar diya, genuinely impressive ❤️",Positive,Positive,0.9975,True,False,0.6285
Education volunteers children ke liye digital learning resources arrange kar rahe the,Positive,Neutral,0.9939,False,False,0.9963
Bhai volunteer ne 100 kids ko teach kiya aur main ek group chat mute nahi kar pa raha 😂,Negative,Positive,0.8476,True,False,0.9834
Wildlife conservation volunteers injured animals ko track karte hain,Positive,Neutral,0.9959,False,False,0.9881
Bhai GPS tracker animal pe laga hai aur meri keys ka location mujhe nahi pata 😂,Neutral,Neutral,0.9107,True,False,0.9817
Bhai 500 trees plant ho gaye aur meri balcony me ek plant survive nahi kar raha 😂,Negative,Negative,0.9237,True,False,0.9079
International volunteer network ne different countries ke projects connect kiye,Positive,Neutral,0.9921,False,False,0.9964
NASA ko bolu kya mere room se bhi satellite launch karwa de 🚀😂,Positive,Negative,0.9127,True,False,0.9007
Iceland ki northern lights dekhna literally bucket list mein hai 💚✨,Positive,Positive,0.9972,False,True,0.7962
"Mere luck mein aurora nahi, bas tube light ka flicker likha hai 😭😂",Negative,Neutral,0.6855,True,False,0.8141
Antarctica ki silence imagine karke hi peaceful feel hota hai 🧊🤍,Positive,Positive,0.9618,False,True,0.6821
"Antarctica mein bhi mera overthinking pahunch jayega, peace ka kya fayda 😂",Negative,Negative,0.9949,True,False,0.7271
Dolphins ka communication research kaafi fascinating hai 🐬,Positive,Positive,0.9775,False,True,0.821
"Dolphins humse zyada sorted hain, aur unki meetings bhi underwater hoti hain 😂",Positive,Negative,0.9283,True,False,0.7285
Bees na ho toh food system kaafi disturb ho jayega 🐝🌼,Negative,Positive,0.9769,False,True,0.791
Bees bhi ecosystem sambhal rahi hain aur hum abhi bhi group chat sambhal nahi pa rahe 😭,Negative,Negative,0.9782,True,False,0.9857
"Fish ke ghar bhi itne colourful hain, mera room toh government office lagta hai 😂",Negative,Positive,0.5403,True,False,0.9076
Sahara ke desert mein night sky insanely beautiful hota hai 🌌,Positive,Positive,0.9956,False,True,0.9652
"Sahara mein bhi raat ko stars mil jaate hain, mere area mein bas mosquitoes milte hain 🥲",Negative,Neutral,0.9626,True,False,0.9271
Octopus ke intelligence experiments genuinely surprising hain 🐙,Positive,Positive,0.9932,False,True,0.9915
Octopus ke paas eight arms hain aur phir bhi multitasking mujhse better karta hai 😭,Negative,Positive,0.9895,True,False,0.9595
Volcano dekh ke lagta hai Earth bhi kabhi kabhi irritate ho jaati hai 😂,Negative,Negative,0.9928,True,False,0.979
Deep sea mein itne ajeeb creatures hain ki mera search history bhi normal lagne laga 😂,Positive,Positive,0.9698,True,False,0.7634
Honey bees ka hive structure surprisingly organised hota hai 🐝,Positive,Positive,0.9672,False,True,0.7905
Bees ne proper management system bana liya aur humans abhi meeting schedule pe lad rahe hain 😂,Negative,Neutral,0.6712,True,False,0.7954
Kangaroo ko dekh ke lagta hai Australia mein pets bhi gym jaate hain 😂,Positive,Negative,0.7666,True,False,0.988
Sea turtles ka long-distance migration unbelievable hai 🐢🌊,Positive,Positive,0.9968,False,True,0.9779
Turtle itna travel kar leta hai aur main nearby shop tak jaane mein lazy ho jata hu 😭,Negative,Negative,0.9903,True,False,0.6244
Whale songs sunne mein surprisingly calming lagte hain 🐋🎶,Positive,Positive,0.998,False,True,0.7705
Whales bina Spotify subscription ke bhi better playlist bana leti hain 😂,Positive,Positive,0.9652,True,False,0.8144
Rainforest mein biodiversity literally next level hai 🌿🦜,Positive,Positive,0.995,False,True,0.9957
"Jungle mein ek leaf ke peeche bhi koi creature niklega, privacy naam ki cheez hi nahi 😂",Negative,Neutral,0.9173,True,False,0.8629
"Bamboo itni fast grow karta hai, nature ka actual speed mode hai 🎋",Positive,Positive,0.9732,False,True,0.6385
Bamboo ko meri productivity dekh ke shayad sympathy aa jaaye 😂,Negative,Positive,0.9971,True,False,0.9883
Fuji ko dekh ke samajh aa gaya mountains bhi aesthetic flex karte hain 😂,Positive,Positive,0.7213,True,False,0.9096
Swiss trains itni punctual hain ki mera alarm bhi insecure ho jaaye 😂,Positive,Negative,0.9613,True,True,0.8036
"Venice mein roads ki jagah water hai, aur main apni life mein direction hi nahi dhoondh pa raha 😭😂",Negative,Negative,0.9838,True,False,0.5469
New Zealand ka landscape genuinely unreal lagta hai 🌄,Positive,Negative,0.9829,False,True,0.9744
New Zealand dekh ke lagta hai kisi ne graphics settings max kar di 😂,Positive,Negative,0.9947,True,False,0.848
Norway mein fjords dekhna amazing experience hoga 🌊🏔️,Positive,Positive,0.9979,False,True,0.6488
Norway ke views dekh ke mera wallpaper bhi resign kar dega 😂,Positive,Negative,0.8954,True,False,0.887
Morocco ke blue streets ka vibe kaafi beautiful hai 💙,Positive,Positive,0.9976,False,True,0.5469
Machu Picchu dekh ke lagta hai logon ne centuries pehle bhi location selection mujhse better ki thi 😂,Positive,Positive,0.9693,True,False,0.9581
Ancient Egyptian architecture ka scale unbelievable hai 🏺,Positive,Positive,0.9959,False,True,0.9875
Pyramids banane wale log productivity dekh ke mujhe personally attack kar rahe hain 😭😂,Negative,Negative,0.9933,True,False,0.7301
Romans centuries pehle roads bana gaye aur hum pothole ko permanent feature bana ke baithe hain 😂,Negative,Neutral,0.8145,True,True,0.5731
Archaeology mein old objects se history reconstruct karna fascinating hai 🔎,Positive,Positive,0.9756,False,True,0.5827
"Ek broken pot bhi archaeologist ke liye treasure hai, meri broken bottle bas kachra hai 😂",Positive,Negative,0.5052,True,False,0.7635
"Purane letters mein emotions hote the, ab log sirf ""k"" bhej ke relationship history bana dete hain 😭",Negative,Negative,0.9917,True,False,0.5414
Purane cameras ko dekh ke lagta hai technology pehle personality ke saath aati thi 😂,Positive,Negative,0.9842,True,False,0.8915
Vinyl player dekh ke lagta hai music bhi ab furniture ban gaya 😂,Positive,Negative,0.9938,True,False,0.9695
"Bookstore mein jaata hu ek book lene, wapas aata hu financial crisis ke saath 😭😂",Negative,Negative,0.9853,True,False,0.7494
Libraries mein old maps dekhna surprisingly fun hai 🗺️,Positive,Positive,0.9936,False,True,0.739
Purane maps mein duniya itni confusing thi ki Google Maps bhi proud feel kare 😂,Positive,Negative,0.9936,True,False,0.9542
Handcrafted pottery mein har piece thoda different hota hai 🏺,Positive,Neutral,0.6708,False,True,0.9186
Street murals cities ko instantly colourful bana dete hain 🎨,Positive,Positive,0.9961,False,True,0.504
Kuch walls pe itna amazing art hai aur meri wall abhi bhi paint ke bharose hai 😂,Negative,Positive,0.9983,True,False,0.9141
Mere handwriting ko calligraphy bolne ke liye doctor ka certificate chahiye 😂,Negative,Neutral,0.7627,True,True,0.5329
Pottery wheel pe clay shape karna satisfying lagta hai 🏺,Positive,Negative,0.9734,False,False,0.5715
"Clay ko shape karna easy lag raha tha, phir clay ne meri aukaat bata di 😂",Negative,Negative,0.6975,True,False,0.9763
Watercolour paintings ka unpredictable effect mujhe pasand hai 🎨,Positive,Positive,0.9971,False,True,0.5562
Dinosaur bones dekh ke lagta hai unka bhi attendance system hoga kya 😂,Neutral,Neutral,0.5648,True,False,0.9133
Meteorites ke samples actually Earth se bhi older ho sakte hain ☄️,Positive,Positive,0.9197,False,True,0.9315
Ek stone space se aa gaya aur main abhi tak grocery lane se bahar nahi nikla 😭,Negative,Negative,0.9639,True,False,0.8698
"Black hole sab kuch kha jaata hai, meri bank balance ko competition mil gaya 😂",Negative,Negative,0.9892,True,False,0.9252
Rover Mars pe ghoom raha hai aur main apne room mein charger dhoondh raha hu 😭😂,Negative,Neutral,0.8925,True,False,0.9137
Space telescope se distant galaxies observe karna mind-blowing hai 🌌,Positive,Positive,0.991,False,True,0.7033
Telescope billions of years purana light dikha raha hai aur mujhe kal ka plan bhi yaad nahi 😂,Negative,Negative,0.8415,True,False,0.9608
Moon photography surprisingly difficult hai 📸🌙,Neutral,Positive,0.4991,False,True,0.88
"Moon ko clear capture karne gaya tha, phone ne potato bana diya 😂",Negative,Negative,0.7718,True,False,0.8363
"Eclipse ke time sab scientist ban jaate hain, main bas filter dhundhta reh gaya 😂",Neutral,Negative,0.7048,True,False,0.6472
Zero gravity mein objects float karte dekhna oddly satisfying hai 🚀,Positive,Positive,0.9983,False,True,0.615
Space station se Earth ka view unreal hona chahiye 🌍✨,Positive,Positive,0.9824,False,True,0.8585
Earth ko upar se dekh ke shayad sabko lagta hoga traffic kitna unnecessary hai 😂,Positive,Negative,0.9853,True,False,0.758
Electric cars ka silent driving experience kaafi different hai 🚗⚡,Positive,Positive,0.9833,False,True,0.7199
Electric car itni silent hoti hai ki horn bajane ka bhi confidence chahiye 😂,Neutral,Negative,0.9887,True,False,0.8257
Suraj free mein energy de raha hai aur hum bill deke bhi complain kar rahe hain 😂,Negative,Negative,0.9941,True,False,0.8989
Wind turbines ka scale photos mein bhi huge lagta hai 🌬️,Positive,Neutral,0.5633,False,False,0.5724
Wind turbine dekh ke lagta hai giant fan finally serious job kar raha hai 😂,Positive,Positive,0.9837,True,False,0.703
Public transport improve ho toh cities ka pollution reduce ho sakta hai 🚇,Positive,Positive,0.5766,False,True,0.95
Metro itni packed hoti hai ki personal space historical concept lagta hai 😂,Negative,Negative,0.9895,True,False,0.8353
Cycle lane mein bhi scooter mil jaye toh urban planning ko thoda break chahiye 😂,Negative,Negative,0.9351,True,False,0.935
Electric buses ka adoption interesting change hai 🚌⚡,Positive,Positive,0.9935,False,True,0.8968
"Bus electric ho gayi, passengers ka patience abhi bhi diesel pe chal raha hai 😂",Negative,Neutral,0.6319,True,False,0.9339
"Bottle reusable hai, meri excuses bhi apparently reusable hain 😂",Negative,Positive,0.9859,True,True,0.976
Recycling bin ke saamne khade hoke bhi log existential crisis kar lete hain 😂,Neutral,Negative,0.9953,True,False,0.8818
Samundar clean karna padega kyunki humans ne literally trash ka extension bana diya 😂,Negative,Negative,0.9942,True,False,0.7135
Nature ne coastline ka security guard free mein laga rakha hai aur hum usko hata dete hain 😭,Negative,Negative,0.9862,True,False,0.671
Concrete jungle mein do plants dekh ke bhi emotional attachment ho jaata hai 😂,Positive,Negative,0.9878,True,False,0.5997
Chhat pe garden bana diya toh neeche wale ko bhi free oxygen subscription milega 😂,Positive,Negative,0.7981,True,False,0.9736
Rainwater harvesting long term mein useful ho sakti hai 💧,Positive,Neutral,0.9081,False,True,0.8538
"Baarish ka paani collect karna smart hai, warna woh road pe swimming pool bana deta hai 😂",Neutral,Negative,0.8175,True,False,0.8747
Solar-powered streetlights kaafi practical idea hain ☀️💡,Positive,Positive,0.957,False,True,0.8019
"Streetlight suraj se charge ho rahi hai, mera phone abhi bhi mujhse charger maang raha hai 😭",Negative,Negative,0.9678,True,False,0.9565
Climate documentaries kaafi eye-opening hoti hain 🌍,Positive,Positive,0.9981,False,True,0.6212
"Documentary dekh ke environment bachane ka motivation aata hai, phir AC remote dikhta hai 😂",Negative,Neutral,0.8753,True,False,0.8056
Desertification ko control karna many regions ke liye important hai 🌍,Positive,Positive,0.9167,False,True,0.6028
"Desert badh raha hai aur main apni water bottle ghar pe bhool ke ja raha hu, priorities dekho 😂",Negative,Negative,0.6814,True,False,0.8793
Glaciers ka melting rate seriously concerning hai 🧊,Negative,Neutral,0.9851,False,True,0.9563
"Glacier bhi melt ho raha hai aur mera patience bhi, climate change personal ho gaya 😂",Negative,Negative,0.9879,True,False,0.9534
Mangroves mein wildlife kaafi diverse hoti hai 🐊🌿,Positive,Positive,0.9952,False,True,0.8856
Mangrove mein ek step galat aur nature ka surprise test start 😂,Negative,Positive,0.926,True,True,0.6078
Snow leopards ko wild mein spot karna extremely rare hoga 🐆❄️,Positive,Positive,0.9455,False,True,0.9853
Snow leopard itna rare hai ki mere inbox ka empty notification bhi common lagta hai 😂,Neutral,Negative,0.8655,True,False,0.6919
Red pandas ka face ridiculously adorable hota hai 🐼❤️,Positive,Positive,0.9984,False,True,0.5886
Red panda ko dekh ke lagta hai nature ne cuteness ka quota overuse kar diya 😂,Positive,Negative,0.9965,True,False,0.831
Axolotls ka regeneration ability genuinely fascinating hai 🦎,Positive,Positive,0.9949,False,True,0.9668
"Axolotl body parts regrow kar leta hai, main ek bad decision bhi undo nahi kar sakta 😭😂",Negative,Negative,0.934,True,False,0.8236
Flamingos ka pink colour diet se related hota hai 🦩,Positive,Neutral,0.9977,False,False,0.8246
Flamingo ko dekh ke lagta hai nature ne colour palette khud select ki thi 😂,Positive,Negative,0.9871,True,False,0.9222
Arctic fox ka seasonal coat colour change fascinating hai 🦊❄️,Positive,Positive,0.9892,False,True,0.8832
"Arctic fox season ke saath outfit change karta hai, fashion influencers unemployed 😂",Positive,Negative,0.5841,True,True,0.7216
